time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-29 00:00:00+00:00,,,8,2
2025-08-30 00:00:00+00:00,1.0,1.0,5,1
2025-08-31 00:00:00+00:00,,,7,2
2025-09-01 00:00:00+00:00,,,2,2
2025-09-02 00:00:00+00:00,,,6,1
2025-09-04 00:00:00+00:00,,,1,1
2025-09-06 00:00:00+00:00,1.0,1.0,1,1
2025-09-08 00:00:00+00:00,,,4,2
2025-09-09 00:00:00+00:00,8.0,8.0,4,2
